TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2016,11,1,19,4,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Mischief,2016,11,30,16,7,28XX BENTALL ST,renfrewcollingwood,497676.21,5456227.92
Other Theft,2016,8,20,17,16,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,8,14,18,39,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,8,14,12,29,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,7,23,17,0,28XX COMMERCIAL DR,kensingtoncedarcottage,494921.54,5456231.86
Other Theft,2016,8,10,15,7,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Commercial,2016,11,16,15,8,16XX HORNBY ST,downtown,490284.17,5458022.56
Mischief,2016,8,13,17,0,28XX COMMERCIAL DR,kensingtoncedarcottage,494921.54,5456231.86
Theft of Vehicle,2016,1,20,17,50,3XX E 37TH AVE,rileypark,492844.66,5453825.53
Mischief,2016,9,1,18,0,28XX COMMERCIAL DR,kensingtoncedarcottage,494921.54,5456231.86
Break and Enter Commercial,2016,9,27,4,0,16XX HORNBY ST,downtown,490284.17,5458022.56
Break and Enter Commercial,2016,1,6,11,0,16XX HORNBY ST,downtown,490284.17,5458022.56
Break and Enter Residential/Other,2016,7,17,6,30,12XX MARINASIDE CRES,downtown,491246.44,5457764.12
Theft from Vehicle,2016,11,30,17,20,9XX QUEBEC ST,downtown,492575.63,5458228.8
Other Theft,2016,8,7,17,47,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,1,1,17,27,20XX BEACH AVE,westend,489485.3,5459677.52
Theft from Vehicle,2016,6,27,18,0,59XX BALSAM ST,kerrisdale,488242.93,5453288.71
Break and Enter Commercial,2016,7,4,10,13,4XX W CORDOVA ST,downtown,491964.65,5459073.9
Theft from Vehicle,2016,3,18,17,30,11XX W 12TH AVE,fairview,490454.54,5456437.86
Mischief,2016,1,4,20,27,28XX E 12TH AVE,renfrewcollingwood,496742.78,5456276.73
Mischief,2016,8,19,6,50,28XX E 12TH AVE,renfrewcollingwood,496742.78,5456276.73
Mischief,2016,2,9,21,0,28XX E 15TH AVE,renfrewcollingwood,496653.84,5455947.24
Break and Enter Commercial,2016,11,23,13,39,16XX GRANVILLE ST,downtown,490419.58,5457877.16
Break and Enter Commercial,2016,1,27,1,38,16XX GRANVILLE ST,downtown,490419.58,5457877.16
Theft of Bicycle,2016,1,27,0,0,15XX W 13TH AVE,fairview,489841.32,5456354.37
Theft of Bicycle,2016,11,5,0,0,15XX W 13TH AVE,fairview,489841.32,5456354.37
Other Theft,2016,8,7,10,47,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,12,27,22,0,59XX ARGYLE ST,victoriafraserview,494793.48,5453080.74
Theft from Vehicle,2016,1,17,18,0,59XX ARGYLE ST,victoriafraserview,494793.48,5453080.74
Theft of Bicycle,2016,9,10,12,0,15XX W 14TH AVE,fairview,489773.73,5456256.18
Break and Enter Commercial,2016,1,17,12,0,16XX GRANVILLE ST,downtown,490419.58,5457877.16
Break and Enter Commercial,2016,10,11,10,33,87XX FRENCH ST,marpole,489860.41,5450469.64
Theft of Bicycle,2016,4,21,22,0,15XX W 14TH AVE,fairview,489823.67,5456255.08
Other Theft,2016,8,6,21,31,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,8,23,18,0,59XX ARGYLE ST,victoriafraserview,494792.57,5453052.72
Theft from Vehicle,2016,11,20,20,24,59XX ARGYLE ST,victoriafraserview,494781.84,5453003.75
Theft from Vehicle,2016,10,21,9,19,59XX ADERA ST,kerrisdale,489554.62,5453224.31
Other Theft,2016,7,29,10,0,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,1,17,13,30,3XX E 50TH AVE,sunset,492843.41,5452439.04
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,26,6,34,GRANVILLE ST / W BROADWAY AVE,fairview,489918,5456767
Other Theft,2016,7,24,13,31,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,9,22,4,0,9XX RAYMUR AVE,strathcona,493994.4,5458175.99
Other Theft,2016,7,17,16,25,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,8,23,8,27,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Theft from Vehicle,2016,3,21,23,0,58XX YEW ST,kerrisdale,488453.8,5453425.32
Theft from Vehicle,2016,3,21,18,30,58XX YEW ST,kerrisdale,488453.8,5453425.32
Theft of Vehicle,2016,8,31,21,59,3XX E 51ST AVE,sunset,492750.8,5452324.87
Other Theft,2016,1,6,15,36,BUTE ST / DAVIE ST,westend,490301.4,5458792.16
Other Theft,2016,7,9,10,22,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Bicycle,2016,5,24,8,52,15XX W 1ST AVE,fairview,489748.38,5457601.83
Theft of Bicycle,2016,5,27,17,0,15XX W 1ST AVE,fairview,489748.38,5457601.83
Other Theft,2016,8,25,16,50,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Break and Enter Commercial,2016,9,21,21,10,87XX FRENCH ST,marpole,489860.28,5450464.6
Other Theft,2016,8,29,18,0,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Other Theft,2016,9,11,13,30,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Theft from Vehicle,2016,2,21,20,0,58XX WILTSHIRE ST,kerrisdale,489351.32,5453422.91
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,6,8,10,GRANVILLE ST / W GEORGIA ST,downtown,491408,5458864
Other Theft,2016,9,11,15,8,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Break and Enter Residential/Other,2016,8,24,22,0,20XX CREELMAN AVE,kitsilano,488955.07,5457989.43
Other Theft,2016,7,2,12,49,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,6,16,11,40,7XX W 62ND AVE,marpole,491201.33,5451281.04
Theft of Bicycle,2016,1,14,12,0,15XX W 2ND AVE,fairview,489830.28,5457441.93
Other Theft,2016,6,26,13,40,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,1,26,2,28,9XX PACIFIC ST,downtown,490439.18,5458176.04
Break and Enter Commercial,2016,9,20,12,0,87XX FRENCH ST,marpole,489850.63,5450444.03
Other Theft,2016,6,25,16,28,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,12,8,20,19,58XX WEST BLVD,kerrisdale,488667.25,5453384.92
Break and Enter Commercial,2016,6,15,1,41,1XX E 1ST AVE,mountpleasant,492551.63,5457488.56
Break and Enter Residential/Other,2016,9,16,7,0,20XX E 12TH AVE,kensingtoncedarcottage,495362,5456304.12
Other Theft,2016,6,19,10,59,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,9,26,13,6,58XX WALLACE ST,dunbarsouthlands,486105.97,5453385.63
Other Theft,2016,6,18,15,25,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,6,18,14,30,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,10,25,19,0,3XX E 58TH AVE,sunset,492846.29,5451638.03
Mischief,2016,1,6,18,0,28XX E 45TH AVE,killarney,496624.15,5452951.35
Other Theft,2016,6,18,11,32,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,5,30,2,0,58XX WALES ST,victoriafraserview,496246.31,5453125.18
Break and Enter Commercial,2016,1,20,10,56,16XX KITCHENER ST,grandviewwoodland,494909.06,5457715.94
Break and Enter Residential/Other,2016,1,30,16,0,20XX E 13TH AVE,kensingtoncedarcottage,495385.51,5456203.83
Break and Enter Commercial,2016,9,21,17,0,87XX CARTIER ST,marpole,489972.35,5450420.13
Break and Enter Residential/Other,2016,11,5,23,33,3XX E 6TH AVE,mountpleasant,492923.66,5456964.64
Other Theft,2016,6,18,11,1,3XX ABBOTT ST,downtown,492213.87,5458862.65
Vehicle Collision or Pedestrian Struck (with Injury),2016,10,24,19,7,GRANVILLE ST / W KING EDWARD AVE,shaughnessy,489877,5455202
Theft from Vehicle,2016,11,12,8,40,58XX VICTORIA DR,victoriafraserview,495222.99,5453127.69
Mischief,2016,7,1,1,21,28XX E 8TH AVE,hastingssunrise,496589.27,5456682.97
Mischief,2016,3,13,8,0,28XX E 8TH AVE,hastingssunrise,496589.32,5456692.11
Other Theft,2016,6,13,14,25,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,11,28,21,0,3XX E 5TH AVE,mountpleasant,492818.23,5457066.89
Theft of Bicycle,2016,5,29,13,0,15XX W 2ND AVE,fairview,489941.69,5457435.09
Theft of Bicycle,2016,8,2,13,30,15XX W 2ND AVE,fairview,489941.69,5457435.09
Theft from Vehicle,2016,5,25,3,40,11XX W 12TH AVE,fairview,490560,5456441.88
Break and Enter Commercial,2016,12,1,15,32,16XX KINGSWAY AVE,kensingtoncedarcottage,494885.66,5454971.46
Theft from Vehicle,2016,4,18,13,0,58XX TYNE ST,killarney,497681.24,5453177.23
Break and Enter Commercial,2016,1,27,5,0,1XX E 1ST AVE,mountpleasant,492551.63,5457488.56
Break and Enter Residential/Other,2016,1,4,6,30,20XX E 1ST AVE,grandviewwoodland,495449.04,5457417.9
Mischief,2016,2,15,7,30,28XX E 8TH AVE,hastingssunrise,496592.9,5456692.09
Other Theft,2016,6,12,14,54,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,6,11,20,32,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,7,22,1,0,E 53RD AVE / KERR ST,killarney,496997.88,5452043.44
Theft of Bicycle,2016,1,17,10,0,15XX W 3RD AVE,fairview,489808.98,5457352.76
Mischief,2016,5,14,16,10,28XX E BROADWAY AVE,renfrewcollingwood,496725.63,5456573.9
Theft from Vehicle,2016,10,7,19,30,9XX PACIFIC BLVD,downtown,491780.91,5458013.78
Break and Enter Residential/Other,2016,4,28,0,0,3XX E 7TH AVE,mountpleasant,492898.41,5456874.71
Theft of Bicycle,2016,12,13,11,55,15XX W 57TH AVE,kerrisdale,489748,5451854.29
Theft of Bicycle,2016,12,13,14,44,15XX W 57TH AVE,kerrisdale,489748,5451854.29
Mischief,2016,3,13,21,30,28XX E GEORGIA ST,hastingssunrise,496776.09,5458396.87
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,1,9,3,GREAT NORTHERN WAY / FRASER ST,mountpleasant,493521,5457107
Theft from Vehicle,2016,10,5,2,31,58XX SOPHIA ST,sunset,492823.85,5453255.05
Theft of Vehicle,2016,4,18,7,45,3XX E 63RD AVE,sunset,492741.28,5451205.28
Theft of Bicycle,2016,2,5,15,0,15XX W 60TH AVE,marpole,489719.72,5451573.68
Theft from Vehicle,2016,7,23,22,30,58XX SHERBROOKE ST,sunset,494090.18,5453164.39
Theft from Vehicle,2016,4,9,20,0,9XX PACIFIC BLVD,downtown,491780.91,5458013.78
Theft of Bicycle,2016,6,2,6,0,15XX W 63RD AVE,marpole,489668.03,5451253.87
Mischief,2016,3,27,2,10,28XX E HASTINGS ST,hastingssunrise,496770.31,5458716.78
Mischief,2016,6,12,17,48,11XX VICTORIA DR,grandviewwoodland,495228.85,5458010.08
Theft from Vehicle,2016,7,4,23,11,11XX W 12TH AVE,fairview,490601.21,5456430.72
Vehicle Collision or Pedestrian Struck (with Injury),2016,4,13,9,42,GREAT NORTHERN WAY / GLEN DR,mountpleasant,494084,5456945
Mischief,2016,3,19,5,24,28XX E HASTINGS ST,hastingssunrise,496773.81,5458707.64
Theft of Vehicle,2016,10,2,20,0,3XX E 64TH AVE,sunset,492834.32,5451096.67
Theft from Vehicle,2016,11,15,17,0,11XX W 12TH AVE,fairview,490601.21,5456430.72
Other Theft,2016,6,11,16,50,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,2,16,21,0,KINGSWAY AVE / MCKINNON ST,renfrewcollingwood,497247.98,5453585.1
Break and Enter Commercial,2016,5,18,18,8,4XX W BROADWAY AVE,mountpleasant,491696.42,5456725.5
Theft from Vehicle,2016,12,29,0,0,58XX ORMIDALE ST,killarney,498179,5453257.77
Theft from Vehicle,2016,11,16,19,0,58XX ORMIDALE ST,killarney,498178.89,5453270.58
Theft of Bicycle,2016,8,20,0,0,15XX W 7TH AVE,fairview,489806.53,5456960.94
Other Theft,2016,6,7,15,15,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,6,4,20,8,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,9,16,18,0,58XX ORMIDALE ST,killarney,498170.89,5453140.56
Other Theft,2016,6,4,17,9,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,5,14,20,0,58XX ONTARIO ST,sunset,492314.95,5453318.91
Theft of Vehicle,2016,1,15,14,30,3XX E 7TH AVE,mountpleasant,492811.68,5456866.58
Theft of Bicycle,2016,9,29,10,0,15XX W 7TH AVE,fairview,489915.14,5456958.21
Theft from Vehicle,2016,8,15,19,0,58XX ONTARIO ST,sunset,492313.66,5453269.53
Other Theft,2016,6,1,15,46,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,10,29,14,15,12XX MELVILLE ST,downtown,490918.96,5459505.48
Break and Enter Commercial,2016,11,5,16,0,16XX E BROADWAY AVE,kensingtoncedarcottage,494833.61,5456617.08
Break and Enter Commercial,2016,3,30,8,20,16XX E BROADWAY AVE,kensingtoncedarcottage,494831.41,5456617.11
Mischief,2016,3,8,23,54,28XX KINGSWAY AVE,renfrewcollingwood,496543.12,5453799.36
Theft from Vehicle,2016,8,24,1,0,58XX OLYMPIC ST,dunbarsouthlands,486188.3,5453397.96
Other Theft,2016,6,1,11,2,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,4,2,1,0,28XX MAIN ST,mountpleasant,492649.21,5456353.85
Mischief,2016,9,4,12,0,28XX ONTARIO ST,mountpleasant,492362.35,5456387.22
Mischief,2016,3,13,23,21,28XX PENTICTON ST,renfrewcollingwood,496147.92,5456259.91
Break and Enter Commercial,2016,8,22,10,49,16XX HARWOOD ST,westend,489706.05,5459074.66
Break and Enter Commercial,2016,8,20,5,14,16XX HARWOOD ST,westend,489706.05,5459074.66
Mischief,2016,6,9,21,0,28XX POINT GREY RD,kitsilano,487593.71,5457608.79
Theft from Vehicle,2016,11,24,18,0,58XX LINCOLN ST,killarney,498078.57,5453103.85
Theft of Bicycle,2016,5,23,2,30,15XX W BROADWAY AVE,fairview,489860.34,5456764.13
Mischief,2016,7,22,22,44,28XX POINT GREY RD,kitsilano,487708.16,5457616.1
Break and Enter Residential/Other,2016,7,3,12,13,20XX E 23RD AVE,kensingtoncedarcottage,495342.34,5455184.87
Mischief,2016,2,18,4,23,28XX STANLEY PARK DR,stanleypark,490969.81,5460899.84
Vehicle Collision or Pedestrian Struck (with Injury),2016,5,8,10,41,HAMILTON ST / ROBSON ST,downtown,491566,5458460
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,12,7,56,HAMILTON ST / ROBSON ST,downtown,491566,5458460
Theft from Vehicle,2016,2,5,18,0,58XX LINCOLN ST,killarney,498069.77,5453074.39
Theft from Vehicle,2016,1,1,3,0,58XX LINCOLN ST,killarney,498068.02,5453221.06
Other Theft,2016,5,29,14,53,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,7,18,20,0,CARDERO ST / ROBSON ST,westend,490380.79,5459638.08
Other Theft,2016,5,29,11,42,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Commercial,2016,9,1,0,1,16XX E 5TH AVE,grandviewwoodland,494852.5,5457023.95
Other Theft,2016,5,25,20,17,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Commercial,2016,5,8,18,0,16XX E 4TH AVE,grandviewwoodland,494913.93,5457121.49
Other Theft,2016,5,24,13,25,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,1,16,5,53,28XX W 31ST AVE,arbutusridge,487718.91,5454621.6
Mischief,2016,5,4,20,0,28XX W 31ST AVE,arbutusridge,487771.04,5454612.06
Mischief,2016,6,7,18,0,28XX W 34TH AVE,arbutusridge,487720.15,5454295.76
Vehicle Collision or Pedestrian Struck (with Injury),2016,2,13,0,54,HAMILTON ST / W GEORGIA ST,downtown,491689,5458582
Break and Enter Commercial,2016,4,29,17,0,87XX AISNE ST,marpole,491090.71,5450511.85
Mischief,2016,9,23,20,0,28XX W 35TH AVE,arbutusridge,487745.31,5454200.73
Theft from Vehicle,2016,2,6,20,0,58XX KNIGHT ST,victoriafraserview,494391.33,5453209.46
Mischief,2016,10,26,17,30,28XX W 37TH AVE,arbutusridge,487749.03,5453980.64
Theft from Vehicle,2016,4,24,13,30,CARDERO ST / ROBSON ST,westend,490380.79,5459638.08
Theft of Vehicle,2016,9,13,17,0,3XX E BROADWAY AVE,mountpleasant,492933.9,5456669.39
Theft of Bicycle,2016,9,3,16,24,15XX W HASTINGS ST,downtown,490644.48,5459767.58
Other Theft,2016,5,23,19,35,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Bicycle,2016,6,9,4,0,15XX WILLIAM ST,grandviewwoodland,494747.64,5457909.39
Vehicle Collision or Pedestrian Struck (with Injury),2016,6,30,1,41,HARO ST / THURLOW ST,westend,490842,5459023
Theft from Vehicle,2016,5,23,19,0,58XX KERR ST,killarney,497075.3,5453139.27
Theft from Vehicle,2016,1,29,14,39,58XX KERR ST,killarney,497065.9,5453126.46
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,23,17,26,HARO ST / THURLOW ST,westend,490842,5459023
Break and Enter Commercial,2016,6,27,17,0,16XX E 3RD AVE,grandviewwoodland,494862.03,5457224.39
Other Theft,2016,10,29,16,25,17XX E BROADWAY AVE,grandviewwoodland,495003.35,5456623.67
Other Theft,2016,9,30,19,43,17XX E BROADWAY AVE,grandviewwoodland,495003.35,5456623.67
Mischief,2016,4,8,21,0,28XX W 41ST AVE,kerrisdale,487803.6,5453558.98
Other Theft,2016,6,30,23,21,17XX E BROADWAY AVE,grandviewwoodland,495003.35,5456623.67
Mischief,2016,10,21,17,0,28XX W 42ND AVE,kerrisdale,487787.23,5453459.62
Break and Enter Commercial,2016,6,19,23,0,4XX W 8TH AVE,mountpleasant,491722.11,5456798.07
Break and Enter Commercial,2016,1,2,6,11,4XX W 8TH AVE,mountpleasant,491709.71,5456807.69
Other Theft,2016,2,2,22,41,17XX E BROADWAY AVE,grandviewwoodland,495003.35,5456623.67
Theft from Vehicle,2016,12,10,22,30,58XX INVERNESS ST,sunset,494181.67,5453180.05
Theft from Vehicle,2016,5,12,23,0,58XX HUDSON ST,oakridge,490186.53,5453392.24
Theft of Bicycle,2016,8,7,12,30,15XX YEW ST,kitsilano,488720,5457697.46
Theft of Vehicle,2016,3,23,18,15,3XX E KENT S AVE,sunset,492682.51,5450483.03
Theft from Vehicle,2016,7,1,12,30,BIRCH ST / W 4TH AVE,fairview,490278.98,5457055.57
Theft from Vehicle,2016,10,29,16,0,7XX W GEORGIA ST,downtown,491402.8,5458863.87
Theft from Vehicle,2016,10,25,9,30,7XX W GEORGIA ST,downtown,491402.8,5458863.87
Theft from Vehicle,2016,8,8,21,0,58XX FRASER ST,sunset,493410.15,5453228.23
Other Theft,2016,5,23,16,8,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,9,8,6,9,7XX W GEORGIA ST,downtown,491402.8,5458863.87
Theft from Vehicle,2016,7,23,0,0,58XX DUNBAR ST,dunbarsouthlands,486512.14,5453457.67
Other Theft,2016,5,22,17,27,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,12,10,23,44,28XX W BROADWAY AVE,kitsilano,487648.57,5456823.55
Other Theft,2016,5,22,15,22,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,3,24,8,49,3XX E KENT S AVE,sunset,492767.29,5450494.03
Theft of Vehicle,2016,12,22,7,0,3XX E KENT S AVE,sunset,492767.29,5450494.03
Mischief,2016,1,8,11,0,28XX W BROADWAY AVE,kitsilano,487699.69,5456822.89
Theft from Vehicle,2016,5,26,19,0,58XX CYPRESS ST,kerrisdale,489137.9,5453413.8
Theft from Vehicle,2016,2,2,20,0,11XX W 13TH AVE,fairview,490541.67,5456337.22
Mischief,2016,9,25,1,0,28XX W KING EDWARD AVE,arbutusridge,487745.43,5455057.6
Theft of Bicycle,2016,6,4,0,23,16XX ADANAC ST,grandviewwoodland,494756.59,5458322.57
Other Theft,2016,5,21,18,50,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,5,19,14,28,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Commercial,2016,12,19,21,30,16XX E 2ND AVE,grandviewwoodland,494875.81,5457334.28
Theft from Vehicle,2016,6,26,20,0,E 54TH AVE / FRASER ST,sunset,493381.32,5451988.56
Theft from Vehicle,2016,6,9,17,2,58XX CROWN ST,kerrisdale,485896.98,5453434.75
Mischief,2016,2,8,20,45,29XX  S E MARINE DR,killarney,496545.82,5450538.25
Other Theft,2016,5,15,17,52,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,1,5,8,57,58XX CREE ST,sunset,492711.14,5453211.71
Theft of Vehicle,2016,10,20,18,30,3XX E PENDER ST,strathcona,492929.59,5458619.91
Theft from Vehicle,2016,9,27,7,2,BIDWELL ST / PENDRELL ST,westend,489878.85,5459362.32
Theft of Bicycle,2016,5,10,0,0,16XX ADANAC ST,grandviewwoodland,494801.85,5458312.32
Theft from Vehicle,2016,9,2,13,50,7XX W GEORGIA ST,downtown,491401.32,5458865.33
Other Theft,2016,5,15,12,8,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,5,10,19,37,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,2,13,0,0,CARDERO ST / ROBSON ST,westend,490380.79,5459638.08
Other Theft,2016,5,8,16,51,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,5,8,16,14,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,7,28,13,0,29XX CLARK DR,mountpleasant,494349.62,5456182.32
Other Theft,2016,5,8,15,1,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,9,15,20,0,5XX W 61ST AVE,marpole,491386.29,5451372.42
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,12,18,1,HEATHER ST / W 7TH AVE,fairview,491283,5456929
Mischief,2016,3,30,22,44,29XX COLUMBIA ST,mountpleasant,492029.39,5456293.73
Break and Enter Residential/Other,2016,11,8,10,20,20XX E 25TH AVE,kensingtoncedarcottage,495362.21,5455078.11
Theft of Bicycle,2016,1,28,22,0,16XX BARCLAY ST,westend,490165.97,5459538.66
Mischief,2016,4,1,0,1,29XX E 1ST AVE,hastingssunrise,496870.19,5457398.01
Break and Enter Commercial,2016,12,8,23,58,4XX W 64TH AVE,marpole,491504.88,5451058.85
Theft from Vehicle,2016,11,20,18,30,58XX BEATRICE ST,victoriafraserview,495129.86,5453130.4
Mischief,2016,5,23,21,39,29XX E 1ST AVE,hastingssunrise,496951.06,5457398.1
Break and Enter Residential/Other,2016,11,11,19,30,15XX W 16TH AVE,fairview,489768.04,5456049.64
Break and Enter Commercial,2016,11,5,20,0,16XX E 1ST AVE,grandviewwoodland,494818.02,5457432.85
Other Theft,2016,8,9,12,26,17XX E BROADWAY AVE,kensingtoncedarcottage,494922.84,5456615.84
Other Theft,2016,5,8,14,52,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,11,28,18,18,17XX DAVIE ST,westend,489771.54,5459309.69
Mischief,2016,5,9,17,22,29XX E 1ST AVE,hastingssunrise,496962.08,5457398.11
Theft of Vehicle,2016,9,24,17,0,3XX HOMER ST,downtown,492003.37,5459033.84
Other Theft,2016,9,28,20,28,17XX DAVIE ST,westend,489771.54,5459309.69
Other Theft,2016,9,16,13,45,17XX DAVIE ST,westend,489771.54,5459309.69
Mischief,2016,9,9,13,0,29XX E 22ND AVE,renfrewcollingwood,496817.46,5455313.65
Mischief,2016,11,27,14,0,29XX E 22ND AVE,renfrewcollingwood,496870.45,5455313.3
Other Theft,2016,6,10,14,3,17XX DAVIE ST,westend,489771.54,5459309.69
Other Theft,2016,6,3,13,0,17XX DAVIE ST,westend,489771.54,5459309.69
Mischief,2016,7,12,1,0,29XX E 26TH AVE,renfrewcollingwood,496912.75,5454918.07
Other Theft,2016,4,18,15,38,17XX DAVIE ST,westend,489771.54,5459309.69
Other Theft,2016,11,18,13,14,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,10,5,17,4,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,10,1,20,21,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,8,10,18,10,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,8,10,13,20,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,7,6,21,3,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,6,13,17,55,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,6,3,21,39,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,5,25,17,46,17XX DAVIE ST,westend,489769.43,5459311.8
Other Theft,2016,5,18,15,7,17XX DAVIE ST,westend,489769.43,5459311.8
Theft from Vehicle,2016,5,28,22,0,58XX BATTISON ST,killarney,497768.27,5453128.45
